14	23	26	27	42	60	65	81	89	91	92	95	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	26	27	30	33	39	41	43	46	52	75	76	77	79	81	91	92	93	94	97	99	0	0	0	0	0	0	0
24	27	30	38	41	42	43	44	51	52	70	78	84	89	91	93	95	96	0	0	0	0	0	0	0	0	0	0
5	31	50	53	57	61	66	71	75	80	84	88	91	92	93	94	95	98	0	0	0	0	0	0	0	0	0	0
21	23	28	33	36	37	38	43	46	50	62	74	77	79	80	81	83	91	94	96	97	0	0	0	0	0	0	0
2	14	25	26	34	37	38	42	45	47	56	68	73	80	86	88	90	91	93	96	98	99	0	0	0	0	0	0
26	36	37	41	57	60	63	67	83	94	95	96	98	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23	24	27	30	33	38	40	42	43	50	53	56	58	60	63	74	75	76	78	82	83	88	89	92	95	96	99	0
18	22	24	37	41	43	46	49	58	64	66	80	85	86	93	96	98	0	0	0	0	0	0	0	0	0	0	0
27	30	40	42	44	61	78	88	89	93	94	95	96	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	24	26	30	38	44	46	49	70	73	77	78	89	99	100	0	0	0	0	0	0	0	0	0	0	0	0	0
21	27	31	46	52	53	56	60	68	84	87	91	92	94	95	96	97	98	99	1	0	0	0	0	0	0	0	0
11	18	24	29	32	35	36	42	45	49	51	52	58	59	67	78	87	88	89	93	97	100	0	0	0	0	0	0
21	30	31	38	46	47	52	57	65	76	82	89	92	93	94	96	0	0	0	0	0	0	0	0	0	0	0	0
6	13	20	32	33	38	41	44	46	53	55	58	62	71	77	78	93	94	95	99	0	0	0	0	0	0	0	0
20	33	34	38	42	48	53	56	58	64	68	70	85	92	95	96	98	0	0	0	0	0	0	0	0	0	0	0
5	20	24	30	31	32	33	37	48	50	53	64	66	68	72	74	84	91	95	98	0	0	0	0	0	0	0	0
25	33	37	44	45	46	52	53	57	62	66	68	70	73	91	92	93	94	97	98	100	0	0	0	0	0	0	0
17	23	26	31	33	34	36	45	46	47	49	50	56	62	73	78	87	89	94	99	0	0	0	0	0	0	0	0
18	27	31	34	38	45	48	52	53	58	60	71	74	75	77	78	84	91	93	94	95	97	0	0	0	0	0	0
5	21	26	29	32	37	39	41	51	60	66	70	72	75	77	81	91	93	94	95	96	97	98	0	0	0	0	0
2	36	39	42	47	50	53	56	59	62	69	71	78	79	88	89	95	98	0	0	0	0	0	0	0	0	0	0
21	22	29	37	38	42	57	64	65	75	86	89	92	93	95	97	99	0	0	0	0	0	0	0	0	0	0	0
17	33	39	42	46	60	65	69	71	93	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	25	39	40	41	62	64	65	73	85	92	94	96	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	23	25	26	30	37	42	52	63	66	68	89	91	92	93	94	95	98	100	0	0	0	0	0	0	0	0	0
18	20	21	23	24	25	31	37	47	48	51	52	56	60	72	77	82	87	92	94	96	100	0	0	0	0	0	0
20	22	23	24	38	39	48	49	53	54	55	61	68	70	82	84	92	93	95	96	98	99	100	0	0	0	0	0
22	24	28	30	31	39	51	53	56	67	73	78	82	87	96	98	99	0	0	0	0	0	0	0	0	0	0	0
7	25	37	40	41	44	46	48	51	61	70	76	78	92	93	94	100	0	0	0	0	0	0	0	0	0	0	0
4	18	22	23	38	42	45	46	47	49	56	59	62	82	86	91	93	97	0	0	0	0	0	0	0	0	0	0
9	15	26	33	42	44	49	52	53	64	68	76	91	93	94	95	0	0	0	0	0	0	0	0	0	0	0	0
1	4	15	21	25	41	42	51	61	64	66	91	93	95	96	98	99	100	0	0	0	0	0	0	0	0	0	0
30	33	41	48	49	50	53	58	63	66	71	79	82	91	95	96	97	98	99	100	0	0	0	0	0	0	0	0
18	21	22	26	37	43	50	53	59	66	77	81	86	89	93	94	96	98	0	0	0	0	0	0	0	0	0	0
9	25	26	28	29	35	37	42	44	52	60	63	66	69	71	88	93	94	95	96	97	99	0	0	0	0	0	0
5	11	23	24	26	30	31	34	36	37	40	43	53	62	68	77	90	95	97	98	99	0	0	0	0	0	0	0
24	27	28	32	36	37	43	44	48	50	52	53	59	62	71	73	78	88	90	97	99	0	0	0	0	0	0	0
4	21	24	25	26	40	41	44	46	54	62	65	66	78	94	95	97	0	0	0	0	0	0	0	0	0	0	0
16	21	28	30	38	39	51	59	60	68	71	73	75	76	81	87	88	91	92	96	98	99	0	0	0	0	0	0
5	9	25	27	30	33	37	43	50	51	56	61	64	66	73	76	77	80	91	95	96	97	98	0	0	0	0	0
23	25	26	28	38	59	60	61	68	73	76	78	79	93	95	97	98	0	0	0	0	0	0	0	0	0	0	0
17	22	23	26	31	44	45	48	59	60	61	75	77	96	98	0	0	0	0	0	0	0	0	0	0	0	0	0
21	23	25	43	52	56	60	64	65	89	92	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25	26	35	38	40	41	43	51	53	54	55	56	58	61	64	66	75	77	79	81	83	84	86	92	93	96	100	0
22	23	24	26	34	39	42	48	51	52	59	61	65	70	72	75	78	82	89	92	97	0	0	0	0	0	0	0
5	21	22	24	25	33	35	37	38	48	50	58	60	61	63	64	66	68	72	89	91	95	96	97	98	100	0	0
20	25	38	39	49	56	68	71	74	77	82	92	95	97	98	0	0	0	0	0	0	0	0	0	0	0	0	0
27	42	46	50	59	61	64	70	75	76	77	78	80	81	91	93	94	95	96	98	100	0	0	0	0	0	0	0
22	24	25	30	33	38	44	47	48	49	51	55	60	65	73	74	78	96	98	0	0	0	0	0	0	0	0	0
11	21	23	24	27	37	47	49	57	58	64	78	80	82	88	89	91	92	94	95	96	99	0	0	0	0	0	0
11	23	30	34	38	40	43	48	49	54	55	59	60	61	64	68	71	75	92	93	94	95	96	98	0	0	0	0
21	22	26	31	38	44	46	51	60	70	77	78	86	88	91	92	96	0	0	0	0	0	0	0	0	0	0	0
2	17	24	37	41	42	48	52	53	55	62	66	80	97	98	0	0	0	0	0	0	0	0	0	0	0	0	0
26	34	40	41	42	43	45	52	63	67	68	70	72	73	86	88	93	95	96	97	98	99	0	0	0	0	0	0
